x y
1189.2047398113968 513.2963455084492
895.8666625213114 296.99600446502063
806.3793067265282 391.55784666551466
902.0012783715937 313.16979798117353
904.6851541011904 312.5174363515886
896.3774522025868 298.38797995424727
1089.3549989825713 1188.25153466685
592.7701297376088 597.4994267603978
807.7300244932486 408.2451756418982
1292.8981904916004 996.3671295537832
1295.0279068509833 993.1466185115227
902.6889265524255 285.06616776794573
600.9192697510923 590.3787014970402
1191.3043251556762 506.1663330909323
803.2532831706858 394.92941161713924
1189.4656605796042 496.88269863498647
1298.1127863427746 1002.6327189890845
596.6322077985786 602.9270760105697
1086.7184314332455 1202.0487138637782
602.8245375720561 604.4276307192607
1297.4766556362604 1001.5910138024104
1189.8763814516112 517.7887646132781
578.4092137618009 601.8985778469212
1296.9804294656863 979.1468178504648
583.0849174473375 601.5415600031413
786.874900302945 404.191787866779
1105.1228332473343 1188.31868837463
607.9017121983746 604.6148446431736
601.2521767120015 616.2374206838286
897.8693380157206 302.6279954063385
1301.8943872053683 1010.7367064654997
1185.6887485898174 487.28707281392104
1205.7259500091466 511.23205359176075
806.3779328041092 411.4868833935278
1107.165262555173 1189.894342086996
1097.003237247046 1216.1807358355786
1202.9498341801414 507.30710363444973
1185.1301842809407 500.4013440325354
813.0844759895502 401.0473503032825
1100.5650878313972 1204.6370302475916
803.2151453814937 390.8849910987594
1194.8729459497322 499.7070292671469
796.4841902421574 406.9279229744323
897.6149147268262 280.15098983470494
1093.5212503489151 1199.5603905869461
889.956881055476 281.77612796772195
786.547203476323 414.19900098857875
887.7360863109262 306.619328749351
1305.6314886288822 992.7975270328265
1093.5398010701153 1192.1460974419108
1302.6116182223354 999.6412402829194
1089.8359207434096 1209.7217973684922
590.3043544968687 591.6375776487861
1274.1931362146577 994.1174164606349
802.7754067704525 404.59347416027646
594.0386976788222 616.4825095119559
1310.8986176683418 988.1100248213323
1089.9118401303228 1199.6962695681464
1201.7089165942043 500.72197130792836
890.8536919428542 309.57079949508204
